6-Apr,,,,,,,,
,,,,,,,,
Date,Max,Min,Liquid,Snow,Depth,,,
2,47,20,0.17,T,T,27,,
3,47,18,T,T,T,22,,
4,31,18,0,0,0,36,,
5,38,32,0.94,0,0,32,,
6,34,28,0,0,0,33,,
7,37,28,1.4,0.2,0.2,32,,
8,37,30,M,M,M,M,,
9,49,26,0.13,0,0,31,,
10,41,30,0,0,0,41,,
11,47,35,1.5,0,0,52,,
12,62,46,0.76,0,0,46,,
13,48,27,0,0,0,29,,
14,43,29,0,0,0,38,,
15,53,29,0.19,0,0,49,,
16,62,29,0.49,0,0,58,,
17,M,M,T,0,0,31,,
18,M,M,T,T,0,38,,
19,M,M,0.52,0,0,42,,
20,M,M,0.01,0,0,53,,
21,74,53,0,0,0,63,,
22,78,47,0.01,0,0,47,,
23,47,38,0.26,0,0,38,,
24,48,38,0.03,0,0,48,,
25,50,41,0.67,0,0,45,,
26,50,43,0.13,0,0,48,,
27,52,38,T,0,0,46,,
28,59,41,0,0,0,47,,
29,,,,,,,,
30,,,,,,,,
31,,,,,,,,
#days,,,,,,,,
Sum,1172,784,7.21,0.2,x,,,
Avg,48.8,32.7,,,,,,
Avg Month,40.8,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Highest,78,on,,greatest in 24 hrs,,,,
Lowest,18,on,,1.5,,,,
#max<=32,1,,,on,,,,
#max>=90,0,,,,,,,
#min<=32,14,,,,,,,
#min>=0,24,,,greatest snowfall in 24hrs,,,,
,,,,0.2,,,,
,,,,on,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
18-Mar,,,,,,,,
Day,Max,Min,Liquid,Snow,Depth,OBS,,
1,61,47,0,0,0,52,,
2,60,38,1.25,0,0,39,,
3,59,33,0.77,2,2,39,,
4,45,32,0,0,0,39,,
5,M,M,M,M,M,M,,
6,46,40,T,0,0,41,,
7,M,M,M,M,M,M,,
8,51,30,1.8,4.1,4.1,36,,
9,42,31,M,M,2.7,36,,
10,43,30,T,0,1.5,36,,
11,45,31,T,0,1.2,37,,
12,46,31,0,0,0,35,,
13,46,31,0.11,0,0,35,,
14,43,31,0,0,0,34,,
15,41,32,0,0,0,37,,
16,46,33,0,0,0,35,,
17,42,29,0,0,0,35,,
18,39,33,0,0,0,35,,
19,52,33,0,0,0,43,,
20,52,38,0,0,0,34,,
21,M,M,M,M,M,M,,
22,52,29,1.13,6.6,6.6,36,,
23,49,35,0,0,1.8,38,,
24,47,34,0,0,0,38,,
25,50,34,0,0,0,34,,
26,47,34,0,0,0,39,,
27,49,34,0,0,0,38,,
28,48,37,0.02,0,0,42,,
29,52,42,0.12,0,0,52,,
30,74,51,T,0,0,66,,
31,70,39,0.16,0,0,44,,
#days,,,,,,,,
Sum,1397,972,5.36,12.7,x,,,
Avg,49.9,34.7,,,,,,
Avg Month,42.3,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Highest,74,on,,greatest in 24 hrs,,,,
Lowest,29,on,,1.8,,,,
#max<=32,0,,,on,,,,
#max>=90,0,,,,,,,
#min<=32,11,,,,,,,
#min>=0,28,,,greatest snowfall in 24hrs,,,,
,,,,6.6,,,,
,,,,on,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
18-Apr,,,,,,,,
Day,Max,Min,Liquid,Snow,Depth,OBS,,
1,60,43,0.2,0,0,50,,
2,64,33,T,T,0,35,,
3,64,33,T,0,0,40,,
4,64,34,0.11,0,0,54,,
5,66,41,0,0,0,37,,
6,47,37,0.07,0,0,43,,
7,65,41,0,0,0,42,,
8,47,32,0,0,0,36,,
9,49,32,0,0,0,37,,
10,49,32,0.02,0,0,41,,
11,51,37,0,0,0,45,,
12,55,48,0,0,0,51,,
13,72,51,0,0,0,63,,
14,85,64,0,0,0,69,,
15,84,41,0.05,0,0,42,,
16,49,40,3.2,0,0,52,,
17,67,40,0,0,0,44,,
18,47,38,0.02,0,0,43,,
19,M,M,M,M,M,M,,
20,58,36,0.02,0,0,43,,
21,55,39,0,0,0,48,,
22,62,39,0,0,0,57,,
23,68,46,0,0,0,59,,
24,73,47,0,0,0,61,,
25,66,47,0.36,0,0,59,,
26,69,51,0.02,0,0,55,,
27,69,54,0.43,0,0,54,,
28,61,51,T,0,0,61,,
29,77,47,0.4,0,0,49,,
30,77,45,T,0,0,47,,
31,,,,,,,,
#days,,,,,,,,
Sum,1820,1219,4.9,0,x,,,
Avg,62.8,42,,,,,,
Avg Month,52.4,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Highest,85,on,,greatest in 24 hrs,,,,
Lowest,32,on,,3.2,,,,
#max<=32,0,,,on,,,,
#max>=90,0,,,,,,,
#min<=32,3,,,,,,,
#min>=0,29,,,greatest snowfall in 24hrs,,,,
,,,,0,,,,
,,,,on,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
18-May,,,,,,,,
Day,Max,Min,Liquid,Snow,Depth,OBS,,
1,77,45,0,0,0,65,,
2,81,45,0,0,0,72,,
3,91,45,0,0,0,76,,
4,92,72,0,0,0,74,,
5,91,64,0,0,0,67,,
6,76,62,0,0,0,63,,
7,70,54,0.03,0,0,62,,
8,78,55,0,0,0,65,,
9,78,56,0,0,0,68,,
10,81,55,0,0,0,59,,
11,81,59,0.01,0,0,71,,
12,80,53,0.43,0,0,57,,
13,72,53,1.23,0,0,53,,
14,58,52,0.42,0,0,58,,
15,77,58,0,0,0,75,,
16,89,63,0.34,0,0,64,,
17,65,57,0.79,0,0,61,,
18,68,61,0.09,0,0,65,,
19,65,50,0.75,0,0,54,,
20,72,53,0.07,0,0,72,,
21,85,63,0.09,0,0,69,,
22,83,64,0,0,0,66,,
23,83,61,0.31,0,0,71,,
24,82,65,0,0,0,74,,
25,87,64,0,0,0,74,,
26,88,64,0,,,,,
27,93,66,0.79,,,,,
28,93,57,0.08,0,0,59,,
29,M,M,0,0,0,71,,
30,88,70,0,0,0,71,,
31,81,62,0.02,0,0,67,,
#days,,,,,,,,
Sum,2405,1748,5.45,0,x,,,
Avg,80.2,58.3,,,,,,
Avg Month,69.2,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Highest,93,on,,greatest in 24 hrs,,,,
Lowest,45,on,,1.23,,,,
#max<=32,0,,,on,,,,
#max>=90,5,,,,,,,
#min<=32,0,,,,,,,
#min>=0,30,,,greatest snowfall in 24hrs,,,,
,,,,0,,,,
,,,,on,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
